sector,node,2030,2040,carrier
Agriculture,AT,0.9907068257669712,0.9907068257669712,electricity
Agriculture,BE,1.4914222193872153,1.4914222193872153,electricity
Agriculture,BG,0.2766178943619046,0.2766178943619046,electricity
Agriculture,CZ,0.8353678239750373,0.8353678239750373,electricity
Agriculture,DE,6.185762202018454,6.185762202018454,electricity
Agriculture,DK,1.6066530368973624,1.6066530368973624,electricity
Agriculture,EE,0.1168376065009435,0.1168376065009435,electricity
Agriculture,ES,4.529364533337651,4.529364533337651,electricity
Agriculture,FI,1.249406755758856,1.249406755758856,electricity
Agriculture,FR,6.641751325453479,6.641751325453479,electricity
Agriculture,GB,3.4704799200255745,3.4704799200255745,electricity
Agriculture,GR,2.0252590087011404,2.0252590087011404,electricity
Agriculture,HR,0.0556381403111367,0.0556381403111367,electricity
Agriculture,HU,0.8505764728907447,0.8505764728907447,electricity
Agriculture,IE,0.4586222824360008,0.4586222824360008,electricity
Agriculture,IT,5.162303072242357,5.162303072242357,electricity
Agriculture,LT,0.1816496684488076,0.1816496684488076,electricity
Agriculture,LV,0.1595525617790044,0.1595525617790044,electricity
Agriculture,NL,9.516894209798842,9.516894209798842,electricity
Agriculture,PL,1.6012118924836944,1.6012118924836944,electricity
Agriculture,PT,0.8669361435681462,0.8669361435681462,electricity
Agriculture,RO,0.6428253721175587,0.6428253721175587,electricity
Agriculture,SE,0.8552552519931031,0.8552552519931031,electricity
Agriculture,SK,0.2605174911315969,0.2605174911315969,electricity
Ammonia production,BE,0.8508551464364054,0.651576620203571,electricity
Ammonia production,DK,0.18073363334868342,0.3175646973019036,electricity
Ammonia production,FI,5.088256413526581,4.393167164035496,electricity
Ammonia production,GB,0.5754890059745499,9.946920839590724,electricity
Ammonia production,IE,0.1293760738764197,0.5913063157655029,electricity
Heat,AL,0.6234058435457597,1.042022495089093,electricity
Heat,AT,4.985297185268528,9.422973638471252,electricity
Heat,BA,1.2154388795357793,2.0609544439640177,electricity
Heat,BE,8.645547280836544,12.504977464047919,electricity
Heat,BG,2.6532893342305153,4.355936241661743,electricity
Heat,CH,5.922473496266306,8.853491611409106,electricity
Heat,CZ,4.65889665826697,8.555223862549436,electricity
Heat,DE,45.92168966954897,73.35991256229471,electricity
Heat,DK,6.370218481222463,5.744072857025943,electricity
Heat,EE,0.8199859202393913,1.17049673252867,electricity
Heat,ES,23.87087873991598,29.531107098840657,electricity
Heat,FI,5.932494723434809,6.490183078860641,electricity
Heat,FR,49.42486178210196,70.47794443629131,electricity
Heat,GB,43.540976361203356,55.44799882968245,electricity
Heat,GR,5.141927466388417,6.973449899147996,electricity
Heat,HR,1.868178737933719,2.9313571224830426,electricity
Heat,HU,3.4381022564124253,7.07844802737455,electricity
Heat,IE,3.6334623749567037,4.182586681836601,electricity
Heat,IT,43.55731459674112,37.22348318516037,electricity
Heat,LT,1.0606543223432225,1.6661715986840895,electricity
Heat,LU,0.5804156910693832,0.780889945316185,electricity
Heat,LV,0.7793196809150822,0.9461644291509465,electricity
Heat,ME,0.28894363647948723,0.4892506575581946,electricity
Heat,MK,0.8043588380714353,1.1845446760680398,electricity
Heat,NL,18.242460376297675,23.50566951891964,electricity
Heat,NO,15.485471605733833,13.25977068508314,electricity
Heat,PL,18.476007759067144,30.314338841930617,electricity
Heat,PT,4.700182012363837,5.616574094874368,electricity
Heat,RO,4.762972525299053,9.421065999346082,electricity
Heat,RS,2.126144753613175,4.203178099529927,electricity
Heat,SE,16.721194522262074,17.020624721804992,electricity
Heat,SI,0.911270523368193,1.8077314612561168,electricity
Heat,SK,2.0384168886421197,4.0918616508838985,electricity
Hydrogen production,DK,5.1971948063599734e-05,50.418438854146494,electricity
Hydrogen production,ES,3.2366677690850934e-05,1.9323742540085396,electricity
Hydrogen production,FI,1.027483513624149,15.08921967213009,electricity
Hydrogen production,GB,0.00010139287122562545,102.68891630747173,electricity
Hydrogen production,IE,0.8833490847073279,9.644888238104071,electricity
Hydrogen production,NL,7.14651107281971e-06,56.56168500363436,electricity
Hydrogen production,SE,0.2351739028008079,24.832112221642376,electricity
Industry,AL,1.6399999999999997,1.8799999999999992,electricity
Industry,AT,32.86000000000001,40.8,electricity
Industry,BA,2.940000000000001,3.8,electricity
Industry,BE,47.02,59.589999999999996,electricity
Industry,BG,10.32,12.119999999999996,electricity
Industry,CH,13.61,16.509999999999998,electricity
Industry,CZ,28.0,35.339999999999996,electricity
Industry,DE,262.17,315.53999999999996,electricity
Industry,DK,10.959999999999997,14.38,electricity
Industry,EE,2.390000000000001,2.82,electricity
Industry,ES,99.32,130.94,electricity
Industry,FI,41.02,45.55,electricity
Industry,FR,126.70000000000002,153.67000000000002,electricity
Industry,GB,111.77999999999996,138.75,electricity
Industry,GR,14.150000000000004,16.32,electricity
Industry,HR,4.26,5.269999999999999,electricity
Industry,HU,17.34,19.99999999999999,electricity
Industry,IE,11.849999999999998,14.519999999999996,electricity
Industry,IT,131.97999999999996,158.24,electricity
Industry,LT,3.12,3.440000000000001,electricity
Industry,LU,3.690000000000001,4.389999999999999,electricity
Industry,LV,2.3199999999999994,3.16,electricity
Industry,ME,0.53,0.6999999999999997,electricity
Industry,MK,1.7200000000000004,2.0699999999999994,electricity
Industry,NL,48.28,65.99999999999999,electricity
Industry,NO,22.090000000000003,28.52,electricity
Industry,PL,55.88999999999998,65.29,electricity
Industry,PT,18.92,23.57,electricity
Industry,RO,24.449999999999992,29.500000000000007,electricity
Industry,RS,9.39,10.960000000000004,electricity
Industry,SE,51.76,54.41999999999998,electricity
Industry,SI,6.380000000000002,6.699999999999999,electricity
Industry,SK,13.110000000000005,15.33,electricity
Methanol production,BE,4.851560441874389e-05,3.0307019252001477,electricity
Methanol production,CH,8.236290429691156e-06,2.1028398280493596,electricity
Methanol production,DK,1.297780538090385,6.776844701756995,electricity
Methanol production,ES,4.4290991848490056e-05,1.8517998890891247,electricity
Methanol production,FI,2.0815018410946515,6.208300732260558,electricity
Methanol production,FR,8.827939088619066e-06,0.3195581206466464,electricity
Methanol production,GB,5.825951355199527e-05,4.1622057350406605,electricity
Methanol production,HR,5.008379890370229e-06,0.2404001296613751,electricity
Methanol production,IE,1.3771566821495572e-05,1.1451291341284653,electricity
Methanol production,LT,1.324141310043457e-05,0.9028937573117362,electricity
Methanol production,NL,9.647836021785236e-06,6.543734814942395,electricity
Methanol production,NO,35.18430137320992,50.47267126135726,electricity
Methanol production,PL,7.083698289727738e-06,1.880772242344803,electricity
Methanol production,RO,4.570910658579673e-06,0.2808923335668372,electricity
Methanol production,SE,2.490468688735283e-05,3.9562899637681896,electricity
Residual,AL,3.980326581175677,3.980326581175677,electricity
Residual,AT,34.76462028169375,34.76462028169375,electricity
Residual,BA,7.193003478448476,7.193003478448476,electricity
Residual,BE,36.73147269450548,36.73147269450548,electricity
Residual,BG,21.5014605524749,21.5014605524749,electricity
Residual,CH,26.774659950294748,26.774659950294748,electricity
Residual,CZ,28.99068695388598,28.99068695388598,electricity
Residual,DE,237.57752550543103,237.57752550543103,electricity
Residual,DK,21.08427088854466,21.08427088854466,electricity
Residual,EE,4.79597713755521,4.79597713755521,electricity
Residual,ES,141.10438998956838,141.10438998956838,electricity
Residual,FI,29.53519843206018,29.53519843206018,electricity
Residual,FR,280.0757612795319,280.0757612795319,electricity
Residual,GB,172.80231558599198,172.80231558599198,electricity
Residual,GR,24.082871528552808,24.082871528552808,electricity
Residual,HR,10.775715182435931,10.775715182435931,electricity
Residual,HU,20.716491082590096,20.716491082590096,electricity
Residual,IE,13.198242051935598,13.198242051935598,electricity
Residual,IT,190.05893328388208,190.05893328388208,electricity
Residual,LT,6.422527912204619,6.422527912204619,electricity
Residual,LU,2.6074730317820274,2.6074730317820274,electricity
Residual,LV,4.9450875085016275,4.9450875085016275,electricity
Residual,ME,2.6130075609007113,2.6130075609007113,electricity
Residual,MK,5.433561289098509,5.433561289098509,electricity
Residual,NL,69.25511309697963,69.25511309697963,electricity
Residual,NO,51.54941511628693,51.54941511628693,electricity
Residual,PL,82.27855329435818,82.27855329435818,electricity
Residual,PT,29.571342880557545,29.571342880557545,electricity
Residual,RO,27.77591513972451,27.77591513972451,electricity
Residual,RS,26.53555978252532,26.53555978252532,electricity
Residual,SE,55.30056352827698,55.30056352827698,electricity
Residual,SI,4.856267856640826,4.856267856640826,electricity
Residual,SK,12.563206049338136,12.563206049338136,electricity
Transmission losses,gas pipeline,0.4330263059097428,0.316186121870087,electricity
Transport,AL,0.3603661297263483,0.8108237918920945,electricity
Transport,AT,4.381549016341294,9.85848528677866,electricity
Transport,BA,0.6018354283619378,1.354129713820062,electricity
Transport,BE,5.243530612800601,11.79794387882471,electricity
Transport,BG,1.6513848246688565,3.715615855513253,electricity
Transport,CH,2.260909288343014,5.0870458987825105,electricity
Transport,CZ,3.5363612203901624,7.956812745888778,electricity
Transport,DE,28.3710717579535,63.834911455395904,electricity
Transport,DK,2.299641897867197,5.1741942702212205,electricity
Transport,EE,0.4020587911232862,0.904632280037958,electricity
Transport,ES,14.691723346683323,33.05637753005912,electricity
Transport,FI,2.385460369493053,5.367285831369441,electricity
Transport,FR,26.101549691788485,58.72848680658582,electricity
Transport,GB,21.47709401087036,48.3234615244522,electricity
Transport,GR,2.6999374844295283,6.074859339976216,electricity
Transport,HR,1.1374727124649466,2.559313603049585,electricity
Transport,HU,2.3832472383869994,5.362306286379305,electricity
Transport,IE,2.073050071465675,4.6643626608084405,electricity
Transport,IT,19.07224912430337,42.912560529705914,electricity
Transport,LT,1.1817100874186617,2.6588476967072285,electricity
Transport,LU,0.5160656861020837,1.1611477937314072,electricity
Transport,LV,0.5327303632304942,1.1986433172825024,electricity
Transport,ME,0.1210913679101489,0.2724555778063469,electricity
Transport,MK,0.3453623637613183,0.7770653184705639,electricity
Transport,NL,6.3390749695089585,14.262918681399764,electricity
Transport,NO,1.62179254006559,3.6490332151580978,electricity
Transport,PL,11.25622673545967,25.326510154790572,electricity
Transport,PT,3.333354550592974,7.500047738844982,electricity
Transport,RO,3.519302852746589,7.918431418689705,electricity
Transport,RS,1.030290473044147,2.3181535643547138,electricity
Transport,SE,3.679532479544127,8.278948078984333,electricity
Transport,SI,0.9985852976988984,2.2468169198255437,electricity
Transport,SK,1.4995380452163307,3.3739606017453014,electricity
Ammonia,BE,3.9511607366258317,3.0257605767965274,H2
Ammonia,DK,0.8392822666301178,1.4746918656753178,H2
Ammonia,FI,23.628603579837957,20.400781120818294,H2
Ammonia,GB,2.67242852592468,46.191038787650584,H2
Ammonia,IE,0.6007904700351006,2.7458801982414207,H2
Ammonia,NL,0.0950545448942535,0.3363376216640559,H2
Industry,AT,2.4,3.7400000000000007,H2
Industry,BA,0.0299999999999999,0.16,H2
Industry,BE,4.119999999999999,3.46,H2
Industry,BG,1.49,0.6099999999999999,H2
Industry,CH,0.08,0.1399999999999999,H2
Industry,CZ,1.14,2.3699999999999988,H2
Industry,DE,12.29,16.220000000000002,H2
Industry,EE,0.1799999999999999,0.08,H2
Industry,ES,2.0,2.58,H2
Industry,FI,0.4499999999999999,1.18,H2
Industry,FR,5.319999999999999,5.920000000000001,H2
Industry,GB,4.489999999999999,5.35,H2
Industry,GR,0.5799999999999998,0.2399999999999999,H2
Industry,HR,1.8899999999999997,0.8100000000000002,H2
Industry,HU,1.6300000000000003,1.24,H2
Industry,IT,2.940000000000001,3.0400000000000005,H2
Industry,LT,4.420000000000002,1.8899999999999997,H2
Industry,MK,0.04,0.2299999999999999,H2
Industry,NL,10.850000000000003,6.929999999999998,H2
Industry,NO,1.3999999999999997,1.05,H2
Industry,PL,11.34,6.899999999999999,H2
Industry,RO,2.53,1.9199999999999997,H2
Industry,RS,0.3499999999999998,0.2799999999999999,H2
Industry,SE,0.16,1.1300000000000003,H2
Industry,SK,2.2600000000000007,2.6199999999999997,H2
Methanol production,BE,0.0002037743726280392,12.729499937790127,H2
Methanol production,CH,3.459391952755337e-05,8.832310177969468,H2
Methanol production,DK,5.450914569170575,28.46398172388135,H2
Methanol production,ES,0.00018603023058513698,7.777896723183377,H2
Methanol production,FI,8.742686747385944,26.07599352743148,H2
Methanol production,FR,3.707895162668304e-05,1.3422022941511071,H2
Methanol production,GB,0.000244700565228555,17.482021971451655,H2
Methanol production,GR,2.1425204302521016e-05,0.3241307643833024,H2
Methanol production,HR,2.1036107501296693e-05,1.0097243183580713,H2
Methanol production,IE,5.784308827596871e-05,4.809750876667721,H2
Methanol production,LT,5.561634611331952e-05,3.7923181860821953,H2
Methanol production,NL,4.052266803869667e-05,27.484877752939457,H2
Methanol production,NO,147.78047237749612,211.99440972378653,H2
Methanol production,PL,2.975282266746121e-05,7.899585882351162,H2
Methanol production,RO,1.9198657070240125e-05,1.1797989478719997,H2
Methanol production,SE,0.0001046042197509,16.61713823748635,H2
Industry,EU coal,422.091119999832,0.0,Coal
CHP,GB,4.375208242551964e-05,16.409691517917864,Methane
CHP,IT,2.855579104131206e-05,21.6000379586975,Methane
Heat,AL,1.5454045743748965,1.182588851287576,Methane
Heat,AT,53.63680491455637,47.162499622321384,Methane
Heat,BA,7.234723140971591,6.366000414990475,Methane
Heat,BE,88.4335335041952,81.6225857186848,Methane
Heat,BG,2.9049755200273015,1.899384796940758,Methane
Heat,CH,52.244095417387214,43.23311959767301,Methane
Heat,CZ,62.60682041219439,54.602625452684734,Methane
Heat,DE,543.1480907683563,507.64998783815895,Methane
Heat,DK,29.416871048206765,21.839660105367592,Methane
Heat,EE,1.8163501579737609,2.1831304181942848,Methane
Heat,ES,70.87042778411768,41.62889347383701,Methane
Heat,FI,50.39031789293575,38.938586701635415,Methane
Heat,FR,303.6735010318762,278.7658711158964,Methane
Heat,GB,380.63861281654624,283.7718563699567,Methane
Heat,GR,15.569691424482023,16.842836557747546,Methane
Heat,HR,15.14939109599852,13.84330400422428,Methane
Heat,HU,43.61453886077051,37.026373730157225,Methane
Heat,IE,20.902951643055754,16.644859481936834,Methane
Heat,IT,220.37254644572204,222.05088136981882,Methane
Heat,LT,5.091488623963798,3.5613103792700294,Methane
Heat,LU,5.490339241486721,5.189779558940885,Methane
Heat,LV,2.0387377913274545,0.03757223666323613,Methane
Heat,ME,1.124539607704609,0.9115614580946507,Methane
Heat,MK,1.907984620970518,1.4450775134016411,Methane
Heat,NL,135.2404587748018,97.45620992767915,Methane
Heat,NO,26.483791976233533,20.86644697197604,Methane
Heat,PL,174.2688066270068,152.6487571230054,Methane
Heat,PT,6.704289147808844,2.606872758000028,Methane
Heat,RO,20.76152892053713,10.83865867728363,Methane
Heat,RS,13.10407797006803,11.921942210626478,Methane
Heat,SE,22.41725166280046,17.357474956537626,Methane
Heat,SI,3.0773920940525428,2.77745541398504,Methane
Heat,SK,20.835045388257022,17.00900208415997,Methane
Hydrogen production,AT,18.17988668632643,20.12185472816521,Methane
Hydrogen production,BA,0.5503719863402682,0.5505552849003982,Methane
Hydrogen production,BG,2.1584266872883195,2.158432832927105,Methane
Hydrogen production,CZ,40.93801882877275,44.57894975584784,Methane
Hydrogen production,DE,15.660014912823138,13.819741997638133,Methane
Hydrogen production,DK,7.979542782351986e-05,8.367416465483497,Methane
Hydrogen production,EE,0.2610271162507628,0.2555111662100123,Methane
Hydrogen production,FI,46.55442521176081,53.47686334028093,Methane
Hydrogen production,GR,0.8406924487648884,0.8178138792684915,Methane
Hydrogen production,HR,2.739233366117546,2.638923649645672,Methane
Hydrogen production,HU,2.3616915977781012,2.3617069786252456,Methane
Hydrogen production,IT,4.260929942579479,4.390855838659919,Methane
Hydrogen production,LT,6.405906242662832,8.235516418160573,Methane
Hydrogen production,MK,0.05574224187309208,0.055764583741310915,Methane
Hydrogen production,NL,26.663766319535252,37.15279834754883,Methane
Hydrogen production,NO,215.18032922679637,283.70519794380965,Methane
Hydrogen production,RO,3.6679184535617084,3.552092714458345,Methane
Industry,AL,1.0443308371155648,0.6333324586900666,Methane
Industry,AT,30.155500316758456,14.788888197116387,Methane
Industry,BA,2.4443998656012513,1.5666656145259235,Methane
Industry,BE,44.6779986028925,26.85555331863771,Methane
Industry,BG,10.92211354093301,5.922221417469251,Methane
Industry,CH,10.260041455558351,6.677776303634032,Methane
Industry,CZ,24.12213236666383,12.633332771456734,Methane
Industry,DE,221.28251387190667,133.61111057965306,Methane
Industry,DK,6.157767522561807,3.511110038684991,Methane
Industry,EE,0.9221345654411116,0.5333327518206374,Methane
Industry,ES,70.54979178411371,42.099997771771314,Methane
Industry,FI,7.50003818903717,5.51111046839922,Methane
Industry,FR,111.68384416020434,61.34444381991497,Methane
Industry,GB,74.21320378241501,40.088887598045275,Methane
Industry,GR,7.8653931044155865,6.433136398514671,Methane
Industry,HR,3.4998291852349226,2.3888879806455177,Methane
Industry,HU,17.288817354237068,9.5777770317637,Methane
Industry,IE,7.900032863654804,7.288887940935602,Methane
Industry,IT,84.47915243409648,48.818027209964804,Methane
Industry,LT,1.5443770052689942,0.933332847488685,Methane
Industry,LU,2.5800158943511127,1.8555545271946396,Methane
Industry,LV,1.2766679193505195,0.9777768583182943,Methane
Industry,ME,0.4001259093382776,0.2998636429153056,Methane
Industry,MK,1.2100466911715013,0.6201578798321117,Methane
Industry,NL,67.26291877370528,42.02222168195501,Methane
Industry,NO,21.97573375076559,15.09999925509096,Methane
Industry,PL,50.55585693261595,27.32222148058569,Methane
Industry,PT,10.390212731676893,6.720277125742716,Methane
Industry,RO,24.71165334760844,14.499998742155217,Methane
Industry,RS,6.5700180598833375,4.077757237653557,Methane
Industry,SE,6.780021090176897,6.077777233732406,Methane
Industry,SI,3.6200839548323738,2.3777759588419043,Methane
Industry,SK,14.670488775503143,6.5555549044188695,Methane
Power supply,AT,14.075638581744101,1.156065292199341,Methane
Power supply,BE,4.495687559753522,1.5780305817889622,Methane
Power supply,DE,35.90613264430244,15.813134248948232,Methane
Power supply,DK,0.28230763670618275,0.036347055786303484,Methane
Power supply,ES,1.4679509595290712,0.19498498829653574,Methane
Power supply,FR,4.125741371741183,1.583156769056623,Methane
Power supply,GB,82.28762841155937,16.15941784908981,Methane
Power supply,GR,2.7242397721984237,0.32152047700816,Methane
Power supply,HR,0.22571530604340367,0.04847318236121055,Methane
Power supply,HU,8.156734029557448,1.2551610519320506,Methane
Power supply,IE,5.044846761731791,2.088427442052295,Methane
Power supply,IT,119.5106165204116,6.221220818405774,Methane
Power supply,LT,0.4871781979764594,0.15824364547360445,Methane
Power supply,LV,0.17024568839419021,0.03618856685614113,Methane
Power supply,NL,12.457118663526655,4.9883946855521,Methane
Power supply,PL,4.404348921963376,1.2187853726929034,Methane
Power supply,SI,0.2769116204392597,0.17438511221909195,Methane
Power supply,SK,1.4889130984691237,0.2882586648512816,Methane
Agriculture,AT,1.7254239938008793,1.7254239938008793,Oil
Agriculture,BE,2.063625834906872,2.063625834906872,Oil
Agriculture,BG,0.8122282578427077,0.8122282578427077,Oil
Agriculture,CZ,2.506207303606559,2.506207303606559,Oil
Agriculture,DE,3.0895778640674387,3.0895778640674387,Oil
Agriculture,DK,2.6752531799987995,2.6752531799987995,Oil
Agriculture,EE,0.423702592128888,0.423702592128888,Oil
Agriculture,ES,11.868041273357184,11.868041273357184,Oil
Agriculture,FI,1.87986662956836,1.87986662956836,Oil
Agriculture,FR,19.23574525666919,19.23574525666919,Oil
Agriculture,GB,4.84343131060086,4.84343131060086,Oil
Agriculture,GR,1.1435762790370796,1.1435762790370796,Oil
Agriculture,HR,0.739771598835024,0.739771598835024,Oil
Agriculture,HU,2.2943176549997997,2.2943176549997997,Oil
Agriculture,IE,0.9287463692628004,0.9287463692628004,Oil
Agriculture,IT,13.192551490982764,13.192551490982764,Oil
Agriculture,LT,0.341332489970028,0.341332489970028,Oil
Agriculture,LU,0.0594845860664772,0.0594845860664772,Oil
Agriculture,LV,0.8733581480747996,0.8733581480747996,Oil
Agriculture,NL,7.646054895430799,7.646054895430799,Oil
Agriculture,PL,6.8303074895884786,6.8303074895884786,Oil
Agriculture,PT,2.56391163658404,2.56391163658404,Oil
Agriculture,RO,2.6324230412876406,2.6324230412876406,Oil
Agriculture,SE,0.9383924436132002,0.9383924436132002,Oil
Agriculture,SI,0.2734851853743241,0.2734851853743241,Oil
Agriculture,SK,0.376690664229528,0.376690664229528,Oil
Aviation,AL,0.2627798500000921,0.2627798500000921,Oil
Aviation,AT,11.524635009550796,11.524635009550796,Oil
Aviation,BA,0.1102524000003599,0.1102524000003599,Oil
Aviation,BE,19.741390512623518,19.741390512623518,Oil
Aviation,BG,2.9213985894303596,2.9213985894303596,Oil
Aviation,CH,22.5277777777488,22.5277777777488,Oil
Aviation,CZ,5.488457043102599,5.488457043102599,Oil
Aviation,DE,121.393909800228,121.393909800228,Oil
Aviation,DK,12.69097849885644,12.69097849885644,Oil
Aviation,EE,0.39158349958926,0.39158349958926,Oil
Aviation,ES,82.45213531000597,82.45213531000597,Oil
Aviation,FI,10.3636735016508,10.3636735016508,Oil
Aviation,FR,85.9188650741784,85.9188650741784,Oil
Aviation,GB,151.6865409876186,151.6865409876186,Oil
Aviation,GR,15.762950784793198,15.762950784793198,Oil
Aviation,HR,2.43935855336784,2.43935855336784,Oil
Aviation,HU,3.2620847592130815,3.2620847592130815,Oil
Aviation,IE,12.9900352491996,12.9900352491996,Oil
Aviation,IT,56.85397897742063,56.85397897742063,Oil
Aviation,LT,1.4317387478420398,1.4317387478420398,Oil
Aviation,LU,6.936244541743919,6.936244541743919,Oil
Aviation,LV,1.81265093405484,1.81265093405484,Oil
Aviation,ME,0.2930643700000799,0.2930643700000799,Oil
Aviation,MK,0.325081759999668,0.325081759999668,Oil
Aviation,NL,46.6130147244108,46.6130147244108,Oil
Aviation,NO,10.4804907999936,10.4804907999936,Oil
Aviation,PL,12.987342412585202,12.987342412585202,Oil
Aviation,PT,18.8428270257384,18.8428270257384,Oil
Aviation,RO,2.300831837681399,2.300831837681399,Oil
Aviation,RS,1.6570540300019996,1.6570540300019996,Oil
Aviation,SE,11.3920952252772,11.3920952252772,Oil
Aviation,SI,0.331277063481792,0.331277063481792,Oil
Aviation,SK,0.528903419164068,0.528903419164068,Oil
Heat,AL,0.426397350391229,0.014613343253174201,Oil
Heat,AT,5.407889287904144,0.1566077270125243,Oil
Heat,BA,1.1587559541211905,0.0033705604242862015,Oil
Heat,BE,11.685806763723319,3.0830153475710103,Oil
Heat,BG,1.7299430270129585,0.5011203397052145,Oil
Heat,CH,5.127718241951138,0.001885685485120545,Oil
Heat,CZ,5.86772948380716,0.13223410811348899,Oil
Heat,DE,58.45655890167072,3.680710265514833,Oil
Heat,DK,3.118200185725957,0.5664682411129431,Oil
Heat,EE,0.8499913553992073,0.1923209137044779,Oil
Heat,ES,2.766622539686575,4.929733647237947,Oil
Heat,FI,3.8126025071268668,0.0040428769721614,Oil
Heat,FR,43.020018211730516,3.3966106292216827,Oil
Heat,GB,19.874617477428945,18.28578305169395,Oil
Heat,GR,5.637667933009623,0.37676970627009565,Oil
Heat,HR,2.577161943932853,1.1223997725724117,Oil
Heat,HU,7.2215088692640315,2.1685631176731954,Oil
Heat,IE,2.1433362321349207,0.0907464809927337,Oil
Heat,IT,31.72499082212995,14.793542272625947,Oil
Heat,LT,1.2861832020456245,0.1492701395144716,Oil
Heat,LU,0.659036115011994,0.019799430229987203,Oil
Heat,LV,1.095081559521084,0.7023692256624187,Oil
Heat,ME,0.18994870585972928,0.0030750096737739,Oil
Heat,MK,0.376722093440009,0.0177040175679413,Oil
Heat,NL,1.624991269812954,9.000693299247255,Oil
Heat,NO,3.682341163066836,0.0020081488840961,Oil
Heat,PL,17.820467523679806,0.1404004384018157,Oil
Heat,PT,0.5132080593782694,0.5234208898131901,Oil
Heat,RO,5.543695934579137,4.199005593679304,Oil
Heat,RS,3.3297151634386433,0.07179584585802021,Oil
Heat,SE,4.869973557329164,0.3703447918187214,Oil
Heat,SI,1.0580625725466433,0.11420803723359951,Oil
Heat,SK,2.360143893548078,0.7606809051480596,Oil
Industry,AL,0.370000000000224,0.230000000000376,Oil
Industry,AT,14.629999999992,9.069999999966,Oil
Industry,BA,0.750000000000312,0.3800000000000877,Oil
Industry,BE,68.25000000002665,42.34000000003211,Oil
Industry,BG,3.979999999996679,4.690000000001041,Oil
Industry,CH,11.309999999991597,7.690000000004038,Oil
Industry,CZ,12.500000000005196,8.309999999997359,Oil
Industry,DE,180.340000000284,147.43999999990797,Oil
Industry,DK,3.2100000000036477,1.3799999999987516,Oil
Industry,EE,0.570000000000132,0.24000000000024,Oil
Industry,ES,46.919999999958435,30.070000000042356,Oil
Industry,FI,18.379999999984804,11.080000000014,Oil
Industry,FR,94.2099999996,54.489999999972,Oil
Industry,GB,69.66000000003899,39.23000000003412,Oil
Industry,GR,10.619999999971196,5.220000000000842,Oil
Industry,HR,2.2600000000008,0.96999999999732,Oil
Industry,HU,16.479999999975597,10.819999999986,Oil
Industry,IE,3.9400000000024815,1.6899999999980395,Oil
Industry,IT,51.709999999985286,28.729999999984194,Oil
Industry,LT,0.310000000000164,0.129999999999984,Oil
Industry,LU,0.1100000000002559,0.0500000000000208,Oil
Industry,LV,0.46999999999974,0.3000000000002999,Oil
Industry,ME,0.230000000000376,0.12000000000012,Oil
Industry,MK,0.24000000000024,0.139999999999848,Oil
Industry,NL,117.450000000216,83.20000000002477,Oil
Industry,NO,22.70999999995919,15.489999999976805,Oil
Industry,PL,19.4700000000348,11.220000000015595,Oil
Industry,PT,14.279999999988,6.970000000003318,Oil
Industry,RO,11.319999999979196,9.559999999971598,Oil
Industry,RS,5.240000000002321,3.56000000000064,Oil
Industry,SE,18.389999999972403,12.4000000000416,Oil
Industry,SI,1.1099999999989196,0.8999999999965198,Oil
Industry,SK,3.5399999999991594,1.37000000000064,Oil
Shipping,AL,0.561370795999884,0.2405874839997,Oil
Shipping,BA,0.0863569917180239,0.0370101393077496,Oil
Shipping,BE,68.12509420822832,29.196468946371176,Oil
Shipping,BG,0.6174622860002879,0.264626693999748,Oil
