technology,parameter,value,unit,source,further description
Pumped-Heat-discharger,efficiency,0.63,per unit,Linear interpolation between 2040 and 2050,
Pumped-Heat-discharger,investment,484447.0473,EUR/MW,Linear interpolation between 2040 and 2050,
Pumped-Heat-discharger,lifetime,33.0,years,Linear interpolation between 2040 and 2050,
Pumped-Heat-store,FOM,0.1528,%/year,Linear interpolation between 2040 and 2050,
Pumped-Heat-store,investment,10458.2891,EUR/MWh,Linear interpolation between 2040 and 2050,
Pumped-Heat-store,lifetime,33.0,years,Linear interpolation between 2040 and 2050,
Pumped-Storage-Hydro-bicharger,FOM,0.9951,%/year,Linear interpolation between 2040 and 2050,
Pumped-Storage-Hydro-bicharger,efficiency,0.8944,per unit,Linear interpolation between 2040 and 2050,
Pumped-Storage-Hydro-bicharger,investment,1265422.293,EUR/MW,Linear interpolation between 2040 and 2050,
Pumped-Storage-Hydro-bicharger,lifetime,60.0,years,Linear interpolation between 2040 and 2050,
Pumped-Storage-Hydro-store,FOM,0.43000000000000005,%/year,Linear interpolation between 2040 and 2050,
Pumped-Storage-Hydro-store,investment,51693.7369,EUR/MWh,Linear interpolation between 2040 and 2050,
Pumped-Storage-Hydro-store,lifetime,60.0,years,Linear interpolation between 2040 and 2050,
SMR,FOM,5.0,%/year,Linear interpolation between 2040 and 2050,
SMR,efficiency,0.76,per unit (in LHV),Linear interpolation between 2040 and 2050,
SMR,investment,493470.3997,EUR/MW_CH4,Linear interpolation between 2040 and 2050,
SMR,lifetime,30.0,years,Linear interpolation between 2040 and 2050,
SMR CC,FOM,5.0,%/year,Linear interpolation between 2040 and 2050,
SMR CC,capture_rate,0.9,EUR/MW_CH4,Linear interpolation between 2040 and 2050,
SMR CC,efficiency,0.69,per unit (in LHV),Linear interpolation between 2040 and 2050,
SMR CC,investment,572425.6636,EUR/MW_CH4,Linear interpolation between 2040 and 2050,
SMR CC,lifetime,30.0,years,Linear interpolation between 2040 and 2050,
Sand-charger,FOM,1.075,%/year,Linear interpolation between 2040 and 2050,
Sand-charger,efficiency,0.99,per unit,Linear interpolation between 2040 and 2050,
Sand-charger,investment,130599.3799,EUR/MW,Linear interpolation between 2040 and 2050,
Sand-charger,lifetime,35.0,years,Linear interpolation between 2040 and 2050,
Sand-discharger,FOM,0.2688,%/year,Linear interpolation between 2040 and 2050,
Sand-discharger,efficiency,0.53,per unit,Linear interpolation between 2040 and 2050,
Sand-discharger,investment,522397.5196,EUR/MW,Linear interpolation between 2040 and 2050,
Sand-discharger,lifetime,35.0,years,Linear interpolation between 2040 and 2050,
Sand-store,FOM,0.3308,%/year,Linear interpolation between 2040 and 2050,
Sand-store,investment,6069.1678,EUR/MWh,Linear interpolation between 2040 and 2050,
Sand-store,lifetime,35.0,years,Linear interpolation between 2040 and 2050,
Steam methane reforming,FOM,3.0,%/year,Linear interpolation between 2040 and 2050,
Steam methane reforming,investment,470085.4701,EUR/MW_H2,Linear interpolation between 2040 and 2050,
Steam methane reforming,lifetime,30.0,years,Linear interpolation between 2040 and 2050,
Steam methane reforming,methane-input,1.483,MWh_CH4/MWh_H2,Linear interpolation between 2040 and 2050,
Vanadium-Redox-Flow-bicharger,FOM,2.4395,%/year,Linear interpolation between 2040 and 2050,
Vanadium-Redox-Flow-bicharger,efficiency,0.8062,per unit,Linear interpolation between 2040 and 2050,
Vanadium-Redox-Flow-bicharger,investment,116860.1539,EUR/MW,Linear interpolation between 2040 and 2050,
Vanadium-Redox-Flow-bicharger,lifetime,12.0,years,Linear interpolation between 2040 and 2050,
Vanadium-Redox-Flow-store,FOM,0.2345,%/year,Linear interpolation between 2040 and 2050,
Vanadium-Redox-Flow-store,investment,233744.5392,EUR/MWh,Linear interpolation between 2040 and 2050,
Vanadium-Redox-Flow-store,lifetime,12.0,years,Linear interpolation between 2040 and 2050,
Zn-Air-bicharger,FOM,2.4395,%/year,Linear interpolation between 2040 and 2050,
Zn-Air-bicharger,efficiency,0.7937,per unit,Linear interpolation between 2040 and 2050,
Zn-Air-bicharger,investment,116860.1539,EUR/MW,Linear interpolation between 2040 and 2050,
Zn-Air-bicharger,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
Zn-Air-store,FOM,0.1654,%/year,Linear interpolation between 2040 and 2050,
Zn-Air-store,investment,157948.5975,EUR/MWh,Linear interpolation between 2040 and 2050,
Zn-Air-store,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
Zn-Br-Flow-bicharger,FOM,2.1198,%/year,Linear interpolation between 2040 and 2050,
Zn-Br-Flow-bicharger,efficiency,0.8307,per unit,Linear interpolation between 2040 and 2050,
Zn-Br-Flow-bicharger,investment,73865.5037,EUR/MW,Linear interpolation between 2040 and 2050,
Zn-Br-Flow-bicharger,lifetime,10.0,years,Linear interpolation between 2040 and 2050,
Zn-Br-Flow-store,FOM,0.2576,%/year,Linear interpolation between 2040 and 2050,
Zn-Br-Flow-store,investment,373438.7859,EUR/MWh,Linear interpolation between 2040 and 2050,
Zn-Br-Flow-store,lifetime,10.0,years,Linear interpolation between 2040 and 2050,
Zn-Br-Nonflow-bicharger,FOM,2.4395,%/year,Linear interpolation between 2040 and 2050,
Zn-Br-Nonflow-bicharger,efficiency,0.8888,per unit,Linear interpolation between 2040 and 2050,
Zn-Br-Nonflow-bicharger,investment,116860.1539,EUR/MW,Linear interpolation between 2040 and 2050,
Zn-Br-Nonflow-bicharger,lifetime,15.0,years,Linear interpolation between 2040 and 2050,
Zn-Br-Nonflow-store,FOM,0.22440000000000002,%/year,Linear interpolation between 2040 and 2050,
Zn-Br-Nonflow-store,investment,216669.4518,EUR/MWh,Linear interpolation between 2040 and 2050,
Zn-Br-Nonflow-store,lifetime,15.0,years,Linear interpolation between 2040 and 2050,
air separation unit,FOM,3.0,%/year,Linear interpolation between 2040 and 2050,
air separation unit,electricity-input,0.25,MWh_el/t_N2,Linear interpolation between 2040 and 2050,
air separation unit,investment,526904.4015500001,EUR/t_N2/h,Linear interpolation between 2040 and 2050,
air separation unit,lifetime,30.0,years,Linear interpolation between 2040 and 2050,
battery inverter,FOM,10.743061773245865,%/year,Linear interpolation between 2040 and 2050,
battery inverter,efficiency,0.9,per unit,Linear interpolation between 2040 and 2050,
battery inverter,investment,93083.33333,EUR/MW,Linear interpolation between 2040 and 2050,
battery inverter,lifetime,15.0,years,Linear interpolation between 2040 and 2050,
battery storage,investment,17500,EUR/MWh,Linear interpolation between 2040 and 2050,
battery storage,lifetime,15.0,years,Linear interpolation between 2040 and 2050,
biogas,CO2 stored,0.0868,tCO2/MWh_th,Linear interpolation between 2040 and 2050,
biogas,FOM,13.777818911866163,%/year,Linear interpolation between 2040 and 2050,
biogas,capture rate,0.9,per unit,Linear interpolation between 2040 and 2050,
biogas,efficiency,1.0,per unit,Linear interpolation between 2040 and 2050,
biogas,fuel,59.0,EUR/MWhth,Linear interpolation between 2040 and 2050,
biogas,investment,1424151.1,EUR/MW,Linear interpolation between 2040 and 2050,
biogas,lifetime,20.0,years,Linear interpolation between 2040 and 2050,
biogas CC,CO2 stored,0.0868,tCO2/MWh_th,Linear interpolation between 2040 and 2050,
biogas CC,FOM,13.777818911866163,%/year,Linear interpolation between 2040 and 2050,
biogas CC,capture rate,0.9,per unit,Linear interpolation between 2040 and 2050,
biogas CC,efficiency,1.0,per unit,Linear interpolation between 2040 and 2050,
biogas CC,investment,1424.1511,EUR/kW,Linear interpolation between 2040 and 2050,
biogas CC,lifetime,20.0,years,Linear interpolation between 2040 and 2050,
biogas plus hydrogen,FOM,4.0,%/year,Linear interpolation between 2040 and 2050,
biogas plus hydrogen,investment,529.2,EUR/kW_CH4,Linear interpolation between 2040 and 2050,
biogas plus hydrogen,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
biogas upgrading,FOM,2.503551631205674,%/year,Linear interpolation between 2040 and 2050,
biogas upgrading,VOM,3.55795,EUR/MWh input,Linear interpolation between 2040 and 2050,
biogas upgrading,investment,352500.0,EUR/MW input,Linear interpolation between 2040 and 2050,
biogas upgrading,lifetime,15.0,years,Linear interpolation between 2040 and 2050,
biomass,FOM,4.5269,%/year,Linear interpolation between 2040 and 2050,
biomass,efficiency,0.468,per unit,Linear interpolation between 2040 and 2050,
biomass,fuel,7.0,EUR/MWhth,Linear interpolation between 2040 and 2050,
biomass,investment,2209.0,EUR/kWel,Linear interpolation between 2040 and 2050,
biomass,lifetime,30.0,years,Linear interpolation between 2040 and 2050,
biomass CHP,FOM,3.5489968635689464,%/year,Linear interpolation between 2040 and 2050,
biomass CHP,VOM,2.0998,EUR/MWh_e,Linear interpolation between 2040 and 2050,
biomass CHP,c_b,0.4564,40°C/80°C,Linear interpolation between 2040 and 2050,
biomass CHP,c_v,1.0,40°C/80°C,Linear interpolation between 2040 and 2050,
biomass CHP,efficiency,0.3003,per unit,Linear interpolation between 2040 and 2050,
biomass CHP,efficiency-heat,0.7083,per unit,Linear interpolation between 2040 and 2050,
biomass CHP,investment,2986.7514499999997,EUR/kW_e,Linear interpolation between 2040 and 2050,
biomass CHP,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
biomass CHP capture,FOM,3.0,%/year,Linear interpolation between 2040 and 2050,
biomass CHP capture,capture_rate,0.95,per unit,Linear interpolation between 2040 and 2050,
biomass CHP capture,compression-electricity-input,0.075,MWh/tCO2,Linear interpolation between 2040 and 2050,
biomass CHP capture,compression-heat-output,0.13,MWh/tCO2,Linear interpolation between 2040 and 2050,
biomass CHP capture,electricity-input,0.0215,MWh/tCO2,Linear interpolation between 2040 and 2050,
biomass CHP capture,heat-input,0.66,MWh/tCO2,Linear interpolation between 2040 and 2050,
biomass CHP capture,heat-output,0.66,MWh/tCO2,Linear interpolation between 2040 and 2050,
biomass CHP capture,investment,2200000.0,EUR/(tCO2/h),Linear interpolation between 2040 and 2050,
biomass CHP capture,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
biomass EOP,FOM,3.5489968635689464,%/year,Linear interpolation between 2040 and 2050,
biomass EOP,VOM,2.0998,EUR/MWh_e,Linear interpolation between 2040 and 2050,
biomass EOP,c_b,0.4564,40°C/80°C,Linear interpolation between 2040 and 2050,
biomass EOP,c_v,1.0,40°C/80°C,Linear interpolation between 2040 and 2050,
biomass EOP,efficiency,0.3003,per unit,Linear interpolation between 2040 and 2050,
biomass EOP,efficiency-heat,0.7083,per unit,Linear interpolation between 2040 and 2050,
biomass EOP,investment,2986.7514499999997,EUR/kW_e,Linear interpolation between 2040 and 2050,
biomass EOP,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
biomass HOP,FOM,5.71108527440619,%/year,Linear interpolation between 2040 and 2050,
biomass HOP,VOM,3.0351,EUR/MWh,Linear interpolation between 2040 and 2050,
biomass HOP,efficiency,0.2806,per unit,Linear interpolation between 2040 and 2050,
biomass HOP,investment,773.05745,EUR/kW_th - heat output,Linear interpolation between 2040 and 2050,
biomass HOP,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
biomass boiler,FOM,7.526122430550683,%/year,Linear interpolation between 2040 and 2050,
biomass boiler,efficiency,0.875,per unit,Linear interpolation between 2040 and 2050,
biomass boiler,investment,602846.1,EUR/MW_th,Linear interpolation between 2040 and 2050,
biomass boiler,lifetime,20.0,years,Linear interpolation between 2040 and 2050,
biomass boiler,pelletizing cost,9.0,EUR/MWh_pellets,Linear interpolation between 2040 and 2050,
biomass-to-methanol,C in fuel,0.43325,per unit,Linear interpolation between 2040 and 2050,
biomass-to-methanol,C stored,0.5667500000000001,per unit,Linear interpolation between 2040 and 2050,
biomass-to-methanol,CO2 stored,0.20779999999999998,tCO2/MWh_th,Linear interpolation between 2040 and 2050,
biomass-to-methanol,FOM,2.158335431944407,%/year,Linear interpolation between 2040 and 2050,
biomass-to-methanol,VOM,13.6029,EUR/MWh_MeOH,Linear interpolation between 2040 and 2050,
biomass-to-methanol,capture rate,0.9,per unit,Linear interpolation between 2040 and 2050,
biomass-to-methanol,efficiency,0.64,per unit,Linear interpolation between 2040 and 2050,
biomass-to-methanol,efficiency-electricity,0.02,MWh_e/MWh_th,Linear interpolation between 2040 and 2050,
biomass-to-methanol,efficiency-heat,0.22,per unit,Linear interpolation between 2040 and 2050,
biomass-to-methanol,investment,1790.8884500000001,EUR/kW_MeOH,Linear interpolation between 2040 and 2050,
biomass-to-methanol,lifetime,20.0,years,Linear interpolation between 2040 and 2050,
cement capture,FOM,3.0,%/year,Linear interpolation between 2040 and 2050,
cement capture,capture_rate,0.95,per unit,Linear interpolation between 2040 and 2050,
cement capture,compression-electricity-input,0.075,MWh/tCO2,Linear interpolation between 2040 and 2050,
cement capture,compression-heat-output,0.13,MWh/tCO2,Linear interpolation between 2040 and 2050,
cement capture,electricity-input,0.019,MWh/tCO2,Linear interpolation between 2040 and 2050,
cement capture,heat-input,0.66,MWh/tCO2,Linear interpolation between 2040 and 2050,
cement capture,heat-output,1.48,MWh/tCO2,Linear interpolation between 2040 and 2050,
cement capture,investment,2000000.0,EUR/(tCO2/h),Linear interpolation between 2040 and 2050,
cement capture,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
central air-sourced heat pump,FOM,0.23360000000000003,%/year,Linear interpolation between 2040 and 2050,
central air-sourced heat pump,VOM,2.4299999999999997,EUR/MWh_th,Linear interpolation between 2040 and 2050,
central air-sourced heat pump,efficiency,3.675,per unit,Linear interpolation between 2040 and 2050,
central air-sourced heat pump,investment,856246.7,EUR/MW_th,Linear interpolation between 2040 and 2050,
central air-sourced heat pump,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
central coal CHP,FOM,1.6315999999999997,%/year,Linear interpolation between 2040 and 2050,
central coal CHP,VOM,2.752,EUR/MWh,Linear interpolation between 2040 and 2050,
central coal CHP,c_b,1.01,50oC/100oC,Linear interpolation between 2040 and 2050,
central coal CHP,c_v,0.15,50oC/100oC,Linear interpolation between 2040 and 2050,
central coal CHP,efficiency,0.53125,per unit,Linear interpolation between 2040 and 2050,
central coal CHP,investment,1803.02455,EUR/kW,Linear interpolation between 2040 and 2050,
central coal CHP,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
central gas CHP,FOM,3.4245150943396228,%/year,Linear interpolation between 2040 and 2050,
central gas CHP,VOM,4.05,EUR/MWh,Linear interpolation between 2040 and 2050,
central gas CHP,c_b,1.0,50oC/100oC,Linear interpolation between 2040 and 2050,
central gas CHP,c_v,0.17,per unit,Linear interpolation between 2040 and 2050,
central gas CHP,efficiency,0.425,per unit,Linear interpolation between 2040 and 2050,
central gas CHP,investment,530000.0,EUR/MW,Linear interpolation between 2040 and 2050,
central gas CHP,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
central gas CHP,p_nom_ratio,1.0,per unit,Linear interpolation between 2040 and 2050,
central gas CHP CC,FOM,3.4245150943396223,%/year,Linear interpolation between 2040 and 2050,
central gas CHP CC,VOM,4.05,EUR/MWh,Linear interpolation between 2040 and 2050,
central gas CHP CC,c_b,1.0,50oC/100oC,Linear interpolation between 2040 and 2050,
central gas CHP CC,efficiency,0.425,per unit,Linear interpolation between 2040 and 2050,
central gas CHP CC,investment,530.0,EUR/kW,Linear interpolation between 2040 and 2050,
central gas CHP CC,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
central gas boiler,FOM,3.5,%/year,Linear interpolation between 2040 and 2050,
central gas boiler,VOM,1.0,EUR/MWh_th,Linear interpolation between 2040 and 2050,
central gas boiler,efficiency,1.04,per unit,Linear interpolation between 2040 and 2050,
central gas boiler,investment,50000.0,EUR/MW_th,Linear interpolation between 2040 and 2050,
central gas boiler,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
central ground-sourced heat pump,FOM,0.42593783783783784,%/year,Linear interpolation between 2040 and 2050,
central ground-sourced heat pump,VOM,1.38475,EUR/MWh_th,Linear interpolation between 2040 and 2050,
central ground-sourced heat pump,efficiency,1.745,per unit,Linear interpolation between 2040 and 2050,
central ground-sourced heat pump,investment,469.53,EUR/kW_th excluding drive energy,Linear interpolation between 2040 and 2050,
central ground-sourced heat pump,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
central hydrogen CHP,FOM,5.0,%/year,Linear interpolation between 2040 and 2050,
central hydrogen CHP,c_b,1.25,50oC/100oC,Linear interpolation between 2040 and 2050,
central hydrogen CHP,efficiency,0.5,per unit,Linear interpolation between 2040 and 2050,
central hydrogen CHP,investment,875.0,EUR/kW,Linear interpolation between 2040 and 2050,
central hydrogen CHP,lifetime,10.0,years,Linear interpolation between 2040 and 2050,
central resistive heater,FOM,1.575,%/year,Linear interpolation between 2040 and 2050,
central resistive heater,VOM,1.0,EUR/MWh_th,Linear interpolation between 2040 and 2050,
central resistive heater,efficiency,0.99,per unit,Linear interpolation between 2040 and 2050,
central resistive heater,investment,60000.0,EUR/MW_th,Linear interpolation between 2040 and 2050,
central resistive heater,lifetime,20.0,years,Linear interpolation between 2040 and 2050,
central solar thermal,FOM,1.4,%/year,Linear interpolation between 2040 and 2050,
central solar thermal,investment,140000.0,EUR/1000m2,Linear interpolation between 2040 and 2050,
central solar thermal,lifetime,20.0,years,Linear interpolation between 2040 and 2050,
central solid biomass CHP,FOM,3.0,%/year,Linear interpolation between 2040 and 2050,
central solid biomass CHP,VOM,4.646800000000001,EUR/MWh_e,Linear interpolation between 2040 and 2050,
central solid biomass CHP,c_b,0.3444,50°C/100°C,Linear interpolation between 2040 and 2050,
central solid biomass CHP,c_v,1.0,50°C/100°C,Linear interpolation between 2040 and 2050,
central solid biomass CHP,efficiency,0.26635,per unit,Linear interpolation between 2040 and 2050,
central solid biomass CHP,efficiency-heat,0.8281499999999999,per unit,Linear interpolation between 2040 and 2050,
central solid biomass CHP,investment,1000000.0,EUR/MW_e,Linear interpolation between 2040 and 2050,
central solid biomass CHP,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
central solid biomass CHP,p_nom_ratio,1.0,per unit,Linear interpolation between 2040 and 2050,
central solid biomass CHP CC,FOM,2.855511073256817,%/year,Linear interpolation between 2040 and 2050,
central solid biomass CHP CC,VOM,4.646800000000001,EUR/MWh_e,Linear interpolation between 2040 and 2050,
central solid biomass CHP CC,c_b,0.3444,50°C/100°C,Linear interpolation between 2040 and 2050,
central solid biomass CHP CC,c_v,1.0,50°C/100°C,Linear interpolation between 2040 and 2050,
central solid biomass CHP CC,efficiency,0.26635,per unit,Linear interpolation between 2040 and 2050,
central solid biomass CHP CC,efficiency-heat,0.8281499999999999,per unit,Linear interpolation between 2040 and 2050,
central solid biomass CHP CC,investment,4570.5221,EUR/kW_e,Linear interpolation between 2040 and 2050,
central solid biomass CHP CC,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
central solid biomass CHP powerboost CC,FOM,2.8555051140203775,%/year,Linear interpolation between 2040 and 2050,
central solid biomass CHP powerboost CC,VOM,4.646800000000001,EUR/MWh_e,Linear interpolation between 2040 and 2050,
central solid biomass CHP powerboost CC,c_b,0.3444,50°C/100°C,Linear interpolation between 2040 and 2050,
central solid biomass CHP powerboost CC,c_v,1.0,50°C/100°C,Linear interpolation between 2040 and 2050,
central solid biomass CHP powerboost CC,efficiency,0.26635,per unit,Linear interpolation between 2040 and 2050,
central solid biomass CHP powerboost CC,efficiency-heat,0.8281499999999999,per unit,Linear interpolation between 2040 and 2050,
central solid biomass CHP powerboost CC,investment,3204.3351000000002,EUR/kW_e,Linear interpolation between 2040 and 2050,
central solid biomass CHP powerboost CC,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
central water tank storage,FOM,0.6171597963591484,%/year,Linear interpolation between 2040 and 2050,
central water tank storage,investment,729.2249999999999,EUR/MWhCapacity,Linear interpolation between 2040 and 2050,
central water tank storage,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
clean water tank storage,FOM,2.0,%/year,Linear interpolation between 2040 and 2050,
clean water tank storage,investment,67.626,EUR/m^3-H2O,Linear interpolation between 2040 and 2050,
clean water tank storage,lifetime,30.0,years,Linear interpolation between 2040 and 2050,
coal,CO2 intensity,0.29,tCO2/MWh_th,Linear interpolation between 2040 and 2050,
coal,FOM,1.6,%/year,Linear interpolation between 2040 and 2050,
coal,VOM,3.5,EUR/MWh_e,Linear interpolation between 2040 and 2050,
coal,efficiency,0.33,per unit,Linear interpolation between 2040 and 2050,
coal,fuel,11.36,EUR/MWh_th,Linear interpolation between 2040 and 2050,
coal,investment,3845.5066,EUR/kW_e,Linear interpolation between 2040 and 2050,
coal,lifetime,40.0,years,Linear interpolation between 2040 and 2050,
csp-tower,FOM,1.349852013819428,%/year,Linear interpolation between 2040 and 2050,
csp-tower,investment,90.2787,"EUR/kW_th,dp",Linear interpolation between 2040 and 2050,
csp-tower,lifetime,30.0,years,Linear interpolation between 2040 and 2050,
csp-tower TES,FOM,1.34986896494709,%/year,Linear interpolation between 2040 and 2050,
csp-tower TES,investment,12.096,EUR/kWh_th,Linear interpolation between 2040 and 2050,
csp-tower TES,lifetime,30.0,years,Linear interpolation between 2040 and 2050,
csp-tower power block,FOM,1.3498517775429044,%/year,Linear interpolation between 2040 and 2050,
csp-tower power block,investment,632.4446499999999,EUR/kW_e,Linear interpolation between 2040 and 2050,
csp-tower power block,lifetime,30.0,years,Linear interpolation between 2040 and 2050,
decentral CHP,FOM,3.0,%/year,Linear interpolation between 2040 and 2050,
decentral CHP,discount rate,0.04,per unit,Linear interpolation between 2040 and 2050,
decentral CHP,investment,1400.0,EUR/kWel,Linear interpolation between 2040 and 2050,
decentral CHP,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
decentral air-sourced heat pump,FOM,7.293627019259912,%/year,Linear interpolation between 2040 and 2050,
decentral air-sourced heat pump,discount rate,0.04,per unit,Linear interpolation between 2040 and 2050,
decentral air-sourced heat pump,efficiency,3.75,per unit,Linear interpolation between 2040 and 2050,
decentral air-sourced heat pump,investment,681000.0,EUR/MW_th,Linear interpolation between 2040 and 2050,
decentral air-sourced heat pump,lifetime,20.0,years,Linear interpolation between 2040 and 2050,
decentral gas boiler,FOM,6.7193508571528096,%/year,Linear interpolation between 2040 and 2050,
decentral gas boiler,discount rate,0.04,per unit,Linear interpolation between 2040 and 2050,
decentral gas boiler,efficiency,0.9875,per unit,Linear interpolation between 2040 and 2050,
decentral gas boiler,investment,275586.80000000005,EUR/MW_th,Linear interpolation between 2040 and 2050,
decentral gas boiler,lifetime,20.0,years,Linear interpolation between 2040 and 2050,
decentral gas boiler connection,investment,172.24175,EUR/kW_th,Linear interpolation between 2040 and 2050,
decentral gas boiler connection,lifetime,50.0,years,Linear interpolation between 2040 and 2050,
decentral ground-sourced heat pump,FOM,3.439622734160556,%/year,Linear interpolation between 2040 and 2050,
decentral ground-sourced heat pump,discount rate,0.04,per unit,Linear interpolation between 2040 and 2050,
decentral ground-sourced heat pump,efficiency,4.0125,per unit,Linear interpolation between 2040 and 2050,
decentral ground-sourced heat pump,investment,1554600.0,EUR/MW_th,Linear interpolation between 2040 and 2050,
decentral ground-sourced heat pump,lifetime,20.0,years,Linear interpolation between 2040 and 2050,
decentral oil boiler,FOM,2.0,%/year,Linear interpolation between 2040 and 2050,
decentral oil boiler,efficiency,0.9,per unit,Linear interpolation between 2040 and 2050,
decentral oil boiler,investment,156014.1,EUR/MWth,Linear interpolation between 2040 and 2050,
decentral oil boiler,lifetime,20.0,years,Linear interpolation between 2040 and 2050,
decentral resistive heater,FOM,2.0,%/year,Linear interpolation between 2040 and 2050,
decentral resistive heater,discount rate,0.04,per unit,Linear interpolation between 2040 and 2050,
decentral resistive heater,efficiency,0.9,per unit,Linear interpolation between 2040 and 2050,
decentral resistive heater,investment,100000.0,EUR/MWhth,Linear interpolation between 2040 and 2050,
decentral resistive heater,lifetime,20.0,years,Linear interpolation between 2040 and 2050,
decentral solar thermal,FOM,1.3,%/year,Linear interpolation between 2040 and 2050,
decentral solar thermal,discount rate,0.04,per unit,Linear interpolation between 2040 and 2050,
decentral solar thermal,investment,270000.0,EUR/1000m2,Linear interpolation between 2040 and 2050,
decentral solar thermal,lifetime,20.0,years,Linear interpolation between 2040 and 2050,
decentral water tank storage,FOM,1.0,%/year,Linear interpolation between 2040 and 2050,
decentral water tank storage,discount rate,0.04,per unit,Linear interpolation between 2040 and 2050,
decentral water tank storage,investment,18376.1,EUR/MWh,Linear interpolation between 2040 and 2050,
decentral water tank storage,lifetime,20.0,years,Linear interpolation between 2040 and 2050,
digestible biomass,fuel,15.0,EUR/MWh_th,Linear interpolation between 2040 and 2050,
digestible biomass to hydrogen,FOM,4.25,%/year,Linear interpolation between 2040 and 2050,
digestible biomass to hydrogen,capture rate,0.9,per unit,Linear interpolation between 2040 and 2050,
digestible biomass to hydrogen,efficiency,0.39,per unit,Linear interpolation between 2040 and 2050,
digestible biomass to hydrogen,investment,2750.0,EUR/kW_th,Linear interpolation between 2040 and 2050,
direct air capture,FOM,5.000000000555555,%/year,Linear interpolation between 2040 and 2050,
direct air capture,compression-electricity-input,0.15,MWh/tCO2,Linear interpolation between 2040 and 2050,
direct air capture,compression-heat-output,0.2,MWh/tCO2,Linear interpolation between 2040 and 2050,
direct air capture,electricity-input,0.4,MWh_el/t_CO2,Linear interpolation between 2040 and 2050,
direct air capture,heat-input,1.6,MWh_th/t_CO2,Linear interpolation between 2040 and 2050,
direct air capture,heat-output,0.75,MWh/tCO2,Linear interpolation between 2040 and 2050,
