technology,parameter,value,unit,source,further description
direct air capture,investment,4500000.0,EUR/(tCO2/h),Linear interpolation between 2040 and 2050,
direct air capture,lifetime,20.0,years,Linear interpolation between 2040 and 2050,
direct firing gas,FOM,1.0909000000000002,%/year,Linear interpolation between 2040 and 2050,
direct firing gas,VOM,0.28,EUR/MWh,Linear interpolation between 2040 and 2050,
direct firing gas,efficiency,1.0,per unit,Linear interpolation between 2040 and 2050,
direct firing gas,investment,15.0,EUR/kW,Linear interpolation between 2040 and 2050,
direct firing gas,lifetime,15.0,years,Linear interpolation between 2040 and 2050,
direct firing gas CC,FOM,1.0909000000000002,%/year,Linear interpolation between 2040 and 2050,
direct firing gas CC,VOM,0.28,EUR/MWh,Linear interpolation between 2040 and 2050,
direct firing gas CC,efficiency,1.0,per unit,Linear interpolation between 2040 and 2050,
direct firing gas CC,investment,15.0,EUR/kW,Linear interpolation between 2040 and 2050,
direct firing gas CC,lifetime,15.0,years,Linear interpolation between 2040 and 2050,
direct firing solid fuels,FOM,1.4318,%/year,Linear interpolation between 2040 and 2050,
direct firing solid fuels,VOM,0.3328,EUR/MWh,Linear interpolation between 2040 and 2050,
direct firing solid fuels,efficiency,1.0,per unit,Linear interpolation between 2040 and 2050,
direct firing solid fuels,investment,220.0,EUR/kW,Linear interpolation between 2040 and 2050,
direct firing solid fuels,lifetime,15.0,years,Linear interpolation between 2040 and 2050,
direct firing solid fuels CC,FOM,1.4318,%/year,Linear interpolation between 2040 and 2050,
direct firing solid fuels CC,VOM,0.3328,EUR/MWh,Linear interpolation between 2040 and 2050,
direct firing solid fuels CC,efficiency,1.0,per unit,Linear interpolation between 2040 and 2050,
direct firing solid fuels CC,investment,220.0,EUR/kW,Linear interpolation between 2040 and 2050,
direct firing solid fuels CC,lifetime,15.0,years,Linear interpolation between 2040 and 2050,
direct iron reduction furnace,FOM,11.3,%/year,Linear interpolation between 2040 and 2050,
direct iron reduction furnace,electricity-input,1.03,MWh_el/t_hbi,Linear interpolation between 2040 and 2050,
direct iron reduction furnace,hydrogen-input,2.1,MWh_H2/t_hbi,Linear interpolation between 2040 and 2050,
direct iron reduction furnace,investment,3874587.791,EUR/t_HBI/h,Linear interpolation between 2040 and 2050,
direct iron reduction furnace,lifetime,40.0,years,Linear interpolation between 2040 and 2050,
direct iron reduction furnace,ore-input,1.59,t_ore/t_hbi,Linear interpolation between 2040 and 2050,
dry bulk carrier Capesize,FOM,4.0,%/year,Linear interpolation between 2040 and 2050,
dry bulk carrier Capesize,capacity,180000.0,t,Linear interpolation between 2040 and 2050,
dry bulk carrier Capesize,investment,36229232.39,EUR,Linear interpolation between 2040 and 2050,
dry bulk carrier Capesize,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
electric arc furnace,FOM,29.999999999999996,%/year,Linear interpolation between 2040 and 2050,
electric arc furnace,electricity-input,0.6395,MWh_el/t_steel,Linear interpolation between 2040 and 2050,
electric arc furnace,hbi-input,1.0,t_hbi/t_steel,Linear interpolation between 2040 and 2050,
electric arc furnace,investment,1666182.398,EUR/t_steel/h,Linear interpolation between 2040 and 2050,
electric arc furnace,lifetime,40.0,years,Linear interpolation between 2040 and 2050,
electric boiler steam,FOM,1.35,%/year,Linear interpolation between 2040 and 2050,
electric boiler steam,VOM,0.78,EUR/MWh,Linear interpolation between 2040 and 2050,
electric boiler steam,efficiency,0.99,per unit,Linear interpolation between 2040 and 2050,
electric boiler steam,investment,70.0,EUR/kW,Linear interpolation between 2040 and 2050,
electric boiler steam,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
electric steam cracker,FOM,3.0,%/year,Linear interpolation between 2040 and 2050,
electric steam cracker,VOM,180.0,€/t_HVC,Linear interpolation between 2040 and 2050,
electric steam cracker,carbondioxide-output,0.55,t_CO2/t_HVC,Linear interpolation between 2040 and 2050,
electric steam cracker,electricity-input,2.7,MWh_el/t_HVC,Linear interpolation between 2040 and 2050,
electric steam cracker,investment,10512000.0,EUR/(t_HVC/h),Linear interpolation between 2040 and 2050,
electric steam cracker,lifetime,30.0,years,Linear interpolation between 2040 and 2050,
electric steam cracker,naphtha-input,14.8,MWh_naphtha/t_HVC,Linear interpolation between 2040 and 2050,
electricity distribution grid,FOM,0.0,%/year,Linear interpolation between 2040 and 2050,
electricity distribution grid,investment,2000000.0,EUR/MW,Linear interpolation between 2040 and 2050,
electricity distribution grid,lifetime,50.0,years,Linear interpolation between 2040 and 2050,
electricity grid connection,FOM,2.0,%/year,Linear interpolation between 2040 and 2050,
electricity grid connection,investment,140000.0,EUR/MW,Linear interpolation between 2040 and 2050,
electricity grid connection,lifetime,40.0,years,Linear interpolation between 2040 and 2050,
electrobiofuels,C in fuel,0.9304,per unit,Linear interpolation between 2040 and 2050,
electrobiofuels,FOM,2.9101793959405384,%/year,Linear interpolation between 2040 and 2050,
electrobiofuels,VOM,2.7291,EUR/MWh_th,Linear interpolation between 2040 and 2050,
electrobiofuels,capture rate,0.9,per unit,Linear interpolation between 2040 and 2050,
electrobiofuels,efficiency-biomass,1.3266499999999999,per unit,Linear interpolation between 2040 and 2050,
electrobiofuels,efficiency-hydrogen,1.2757,per unit,Linear interpolation between 2040 and 2050,
electrobiofuels,efficiency-tot,0.6503,per unit,Linear interpolation between 2040 and 2050,
electrobiofuels,investment,330426.25714999996,EUR/kW_th,Linear interpolation between 2040 and 2050,
electrolysis,FOM,0.9770603231954121,%/year,Linear interpolation between 2040 and 2050,
electrolysis,efficiency,0.7324999999999999,per unit,Linear interpolation between 2040 and 2050,
electrolysis,efficiency-heat,0.1041,per unit,Linear interpolation between 2040 and 2050,
electrolysis,investment,1177000.0,EUR/MW_e,Linear interpolation between 2040 and 2050,
electrolysis,lifetime,20.0,years,Linear interpolation between 2040 and 2050,
fuel cell,FOM,1.5,%/year,Linear interpolation between 2040 and 2050,
fuel cell,c_b,1.25,50oC/100oC,Linear interpolation between 2040 and 2050,
fuel cell,efficiency,0.5,per unit,Linear interpolation between 2040 and 2050,
fuel cell,investment,3133152.8310000002,EUR/MW_e,Linear interpolation between 2040 and 2050,
fuel cell,lifetime,20.0,years,Linear interpolation between 2040 and 2050,
gas,CO2 intensity,0.2,tCO2/MWh_th,Linear interpolation between 2040 and 2050,
gas,fuel,25.0,EUR/MWh_th,Linear interpolation between 2040 and 2050,
gas boiler steam,FOM,3.85,%/year,Linear interpolation between 2040 and 2050,
gas boiler steam,VOM,1.0,EUR/MWh,Linear interpolation between 2040 and 2050,
gas boiler steam,efficiency,0.935,per unit,Linear interpolation between 2040 and 2050,
gas boiler steam,investment,45.4545,EUR/kW,Linear interpolation between 2040 and 2050,
gas boiler steam,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
gas storage,FOM,3.5919,%/year,Linear interpolation between 2040 and 2050,
gas storage,investment,0.0329,EUR/kWh,Linear interpolation between 2040 and 2050,
gas storage,lifetime,100.0,years,Linear interpolation between 2040 and 2050,
gas storage charger,investment,14.3389,EUR/kW,Linear interpolation between 2040 and 2050,
gas storage discharger,investment,4.7796,EUR/kW,Linear interpolation between 2040 and 2050,
geothermal,CO2 intensity,0.12,tCO2/MWh_th,Linear interpolation between 2040 and 2050,
geothermal,district heating cost,0.25,%,Linear interpolation between 2040 and 2050,
geothermal,efficiency electricity,0.1,per unit,Linear interpolation between 2040 and 2050,
geothermal,efficiency residential heat,0.8,per unit,Linear interpolation between 2040 and 2050,
geothermal,lifetime,30.0,years,Linear interpolation between 2040 and 2050,
helmeth,FOM,3.0,%/year,Linear interpolation between 2040 and 2050,
helmeth,efficiency,0.8,per unit,Linear interpolation between 2040 and 2050,
helmeth,investment,2000000.0,EUR/MW,Linear interpolation between 2040 and 2050,
helmeth,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
home battery inverter,FOM,2.832167832055944,%/year,Linear interpolation between 2040 and 2050,
home battery inverter,efficiency,0.96,per unit,Linear interpolation between 2040 and 2050,
home battery inverter,investment,71500.0,EUR/MW,Linear interpolation between 2040 and 2050,
home battery inverter,lifetime,15.0,years,Linear interpolation between 2040 and 2050,
home battery storage,investment,122379.6,EUR/MWh,Linear interpolation between 2040 and 2050,
home battery storage,lifetime,30.0,years,Linear interpolation between 2040 and 2050,
hydro,FOM,1.0,%/year,Linear interpolation between 2040 and 2050,
hydro,efficiency,0.9,per unit,Linear interpolation between 2040 and 2050,
hydro,investment,2437000.0,EUR/MWel,Linear interpolation between 2040 and 2050,
hydro,lifetime,80.0,years,Linear interpolation between 2040 and 2050,
hydrogen storage compressor,FOM,4.0,%/year,Linear interpolation between 2040 and 2050,
hydrogen storage compressor,compression-electricity-input,0.05,MWh_el/MWh_H2,Linear interpolation between 2040 and 2050,
hydrogen storage compressor,investment,79.4235,EUR/kW_H2,Linear interpolation between 2040 and 2050,
hydrogen storage compressor,lifetime,15.0,years,Linear interpolation between 2040 and 2050,
hydrogen storage tank type 1,FOM,2.0,%/year,Linear interpolation between 2040 and 2050,
hydrogen storage tank type 1,investment,12.2274,EUR/kWh_H2,Linear interpolation between 2040 and 2050,
hydrogen storage tank type 1,lifetime,20.0,years,Linear interpolation between 2040 and 2050,
hydrogen storage tank type 1,min_fill_level,6.0,%,Linear interpolation between 2040 and 2050,
hydrogen storage tank type 1 including compressor,FOM,1.873049118425653,%/year,Linear interpolation between 2040 and 2050,
hydrogen storage tank type 1 including compressor,investment,24.025199999999998,EUR/kWh,Linear interpolation between 2040 and 2050,
hydrogen storage tank type 1 including compressor,lifetime,30.0,years,Linear interpolation between 2040 and 2050,
hydrogen storage underground,FOM,0.0,%/year,Linear interpolation between 2040 and 2050,
hydrogen storage underground,VOM,0.0,EUR/MWh,Linear interpolation between 2040 and 2050,
hydrogen storage underground,investment,1350.0,EUR/MWh,Linear interpolation between 2040 and 2050,
hydrogen storage underground,lifetime,40.0,years,Linear interpolation between 2040 and 2050,
industrial heat pump high temperature,FOM,0.08855874125874126,%/year,Linear interpolation between 2040 and 2050,
industrial heat pump high temperature,VOM,3.17,EUR/MWh,Linear interpolation between 2040 and 2050,
industrial heat pump high temperature,efficiency,3.175,per unit,Linear interpolation between 2040 and 2050,
industrial heat pump high temperature,investment,858.0,EUR/kW,Linear interpolation between 2040 and 2050,
industrial heat pump high temperature,lifetime,20.0,years,Linear interpolation between 2040 and 2050,
industrial heat pump medium temperature,FOM,0.10632027972027973,%/year,Linear interpolation between 2040 and 2050,
industrial heat pump medium temperature,VOM,3.17,EUR/MWh,Linear interpolation between 2040 and 2050,
industrial heat pump medium temperature,efficiency,2.825,per unit,Linear interpolation between 2040 and 2050,
industrial heat pump medium temperature,investment,715.0,EUR/kW,Linear interpolation between 2040 and 2050,
industrial heat pump medium temperature,lifetime,20.0,years,Linear interpolation between 2040 and 2050,
iron ore DRI-ready,commodity,97.73,EUR/t,Linear interpolation between 2040 and 2050,
lignite,CO2 intensity,0.35,tCO2/MWh_th,Linear interpolation between 2040 and 2050,
lignite,FOM,3.4,%/year,Linear interpolation between 2040 and 2050,
lignite,VOM,4.0,EUR/MWh_e,Linear interpolation between 2040 and 2050,
lignite,efficiency,0.42,per unit,Linear interpolation between 2040 and 2050,
lignite,fuel,6.48,EUR/MWh_th,Linear interpolation between 2040 and 2050,
lignite,investment,3845506.6,EUR/MW_e,Linear interpolation between 2040 and 2050,
lignite,lifetime,40.0,years,Linear interpolation between 2040 and 2050,
methanation,FOM,3.0000000000000004,%/year,Linear interpolation between 2040 and 2050,
methanation,carbondioxide-input,0.198,t_CO2/MWh_CH4,Linear interpolation between 2040 and 2050,
methanation,efficiency,0.8,per unit,Linear interpolation between 2040 and 2050,
methanation,hydrogen-input,1.282,MWh_H2/MWh_CH4,Linear interpolation between 2040 and 2050,
methanation,investment,517589.4,EUR/MW_CH4,Linear interpolation between 2040 and 2050,
methanation,lifetime,20.0,years,Linear interpolation between 2040 and 2050,
methane storage tank incl. compressor,FOM,1.8999999999999997,%/year,Linear interpolation between 2040 and 2050,
methane storage tank incl. compressor,investment,8629.2,EUR/m^3,Linear interpolation between 2040 and 2050,
methane storage tank incl. compressor,lifetime,30.0,years,Linear interpolation between 2040 and 2050,
methanol,CO2 intensity,0.2482,tCO2/MWh_th,Linear interpolation between 2040 and 2050,
methanol-to-kerosene,hydrogen-input,0.0279,MWh_H2/MWh_kerosene,Linear interpolation between 2040 and 2050,
methanol-to-kerosene,methanol-input,1.0764,MWh_MeOH/MWh_kerosene,Linear interpolation between 2040 and 2050,
methanol-to-olefins/aromatics,FOM,3.0,%/year,Linear interpolation between 2040 and 2050,
methanol-to-olefins/aromatics,VOM,30.0,€/t_HVC,Linear interpolation between 2040 and 2050,
methanol-to-olefins/aromatics,carbondioxide-output,0.6107,t_CO2/t_HVC,Linear interpolation between 2040 and 2050,
methanol-to-olefins/aromatics,electricity-input,1.3889,MWh_el/t_HVC,Linear interpolation between 2040 and 2050,
methanol-to-olefins/aromatics,investment,2628000.0,EUR/(t_HVC/h),Linear interpolation between 2040 and 2050,
methanol-to-olefins/aromatics,lifetime,30.0,years,Linear interpolation between 2040 and 2050,
methanol-to-olefins/aromatics,methanol-input,18.03,MWh_MeOH/t_HVC,Linear interpolation between 2040 and 2050,
methanolisation,FOM,3.0000000000000004,%/year,Linear interpolation between 2040 and 2050,
methanolisation,VOM,6.2687,EUR/MWh_MeOH,Linear interpolation between 2040 and 2050,
methanolisation,capture rate,0.9,per unit,Linear interpolation between 2040 and 2050,
methanolisation,carbondioxide-input,0.248,t_CO2/MWh_MeOH,Linear interpolation between 2040 and 2050,
methanolisation,electricity-input,0.271,MWh_e/MWh_MeOH,Linear interpolation between 2040 and 2050,
methanolisation,heat-output,0.1,MWh_th/MWh_MeOH,Linear interpolation between 2040 and 2050,
methanolisation,hydrogen-input,1.138,MWh_H2/MWh_MeOH,Linear interpolation between 2040 and 2050,
methanolisation,investment,523116.10919999995,EUR/MW_MeOH,Linear interpolation between 2040 and 2050,
methanolisation,lifetime,20.0,years,Linear interpolation between 2040 and 2050,
micro CHP,FOM,6.333346666859481,%/year,Linear interpolation between 2040 and 2050,
micro CHP,efficiency,0.351,per unit,Linear interpolation between 2040 and 2050,
micro CHP,efficiency-heat,0.609,per unit,Linear interpolation between 2040 and 2050,
micro CHP,investment,6175228.699999999,EUR/MW_th,Linear interpolation between 2040 and 2050,
micro CHP,lifetime,20.0,years,Linear interpolation between 2040 and 2050,
nuclear,FOM,2.1666000883160916,%/year,Linear interpolation between 2040 and 2050,
nuclear,VOM,11.0,EUR/MWh_e,Linear interpolation between 2040 and 2050,
nuclear,efficiency,0.33,per unit,Linear interpolation between 2040 and 2050,
nuclear,fuel,2.62,EUR/MWh_th,Linear interpolation between 2040 and 2050,
nuclear,investment,5865217.153,EUR/MW_e,Linear interpolation between 2040 and 2050,
nuclear,lifetime,60.0,years,Linear interpolation between 2040 and 2050,
offwind,FOM,2.814496500972296,%/year,Linear interpolation between 2040 and 2050,
offwind,VOM,0.0,EUR/MWhel,Linear interpolation between 2040 and 2050,
offwind,investment,1525833.1524999999,"EUR/MW_e, 2020",Linear interpolation between 2040 and 2050,
offwind,lifetime,30.0,years,Linear interpolation between 2040 and 2050,
offwind-ac-connection-submarine,investment,2685.0,EUR/MW/km,Linear interpolation between 2040 and 2050,
offwind-ac-connection-underground,investment,1342.0,EUR/MW/km,Linear interpolation between 2040 and 2050,
offwind-ac-station,investment,250000.0,EUR/MWel,Linear interpolation between 2040 and 2050,
offwind-dc-connection-submarine,investment,2000.0,EUR/MW/km,Linear interpolation between 2040 and 2050,
offwind-dc-connection-underground,investment,1000.0,EUR/MW/km,Linear interpolation between 2040 and 2050,
offwind-dc-station,investment,400000.0,EUR/MWel,Linear interpolation between 2040 and 2050,
oil,CO2 intensity,0.2571,tCO2/MWh_th,Linear interpolation between 2040 and 2050,
oil,FOM,10.362694301917099,%/year,Linear interpolation between 2040 and 2050,
oil,VOM,4.0,EUR/MWh,Linear interpolation between 2040 and 2050,
oil,efficiency,0.35,per unit,Linear interpolation between 2040 and 2050,
oil,fuel,50.0,EUR/MWhth,Linear interpolation between 2040 and 2050,
oil,investment,337750.0,EUR/MW,Linear interpolation between 2040 and 2050,
oil,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
onwind,FOM,2.007944440417938,%/year,Linear interpolation between 2040 and 2050,
onwind,VOM,0.0,EUR/MWh,Linear interpolation between 2040 and 2050,
onwind,investment,1070855.8125,EUR/MW,Linear interpolation between 2040 and 2050,
onwind,lifetime,30.0,years,Linear interpolation between 2040 and 2050,
ror,FOM,2.0,%/year,Linear interpolation between 2040 and 2050,
ror,efficiency,0.9,per unit,Linear interpolation between 2040 and 2050,
ror,investment,3312.2424,EUR/kWel,Linear interpolation between 2040 and 2050,
ror,lifetime,80.0,years,Linear interpolation between 2040 and 2050,
seawater RO desalination,electricity-input,0.003,MWHh_el/t_H2O,Linear interpolation between 2040 and 2050,
seawater desalination,FOM,4.0,%/year,Linear interpolation between 2040 and 2050,
seawater desalination,electricity-input,3.0348,kWh/m^3-H2O,Linear interpolation between 2040 and 2050,
seawater desalination,investment,23661.53845,EUR/(m^3-H2O/h),Linear interpolation between 2040 and 2050,
seawater desalination,lifetime,30.0,years,Linear interpolation between 2040 and 2050,
shipping fuel methanol,CO2 intensity,0.2482,tCO2/MWh_th,Linear interpolation between 2040 and 2050,
shipping fuel methanol,fuel,72.0,EUR/MWh_th,Linear interpolation between 2040 and 2050,
solar,FOM,2.0531316443260184,%/year,Linear interpolation between 2040 and 2050,
solar,VOM,0.01,EUR/MWhel,Linear interpolation between 2040 and 2050,
solar,investment,389.02930000000003,EUR/kW_e,Linear interpolation between 2040 and 2050,
solar,lifetime,40.0,years,Linear interpolation between 2040 and 2050,
solar-rooftop,FOM,2.138784243007285,%/year,Linear interpolation between 2040 and 2050,
solar-rooftop,discount rate,0.04,per unit,Linear interpolation between 2040 and 2050,
solar-rooftop,investment,561210.424,EUR/MW_e,Linear interpolation between 2040 and 2050,
solar-rooftop,lifetime,30.0,years,Linear interpolation between 2040 and 2050,
solar-rooftop commercial,FOM,1.772606250026042,%/year,Linear interpolation between 2040 and 2050,
solar-rooftop commercial,investment,395.99355,EUR/kW_e,Linear interpolation between 2040 and 2050,
solar-rooftop commercial,lifetime,40.0,years,Linear interpolation between 2040 and 2050,
solar-rooftop residential,FOM,1.3858168781129205,%/year,Linear interpolation between 2040 and 2050,
solar-rooftop residential,investment,604.54685,EUR/kW_e,Linear interpolation between 2040 and 2050,
solar-rooftop residential,lifetime,40.0,years,Linear interpolation between 2040 and 2050,
solar-utility,FOM,2.0678158792345602,%/year,Linear interpolation between 2040 and 2050,
solar-utility,investment,514475.8352,EUR/MW_e,Linear interpolation between 2040 and 2050,
solar-utility,lifetime,30.0,years,Linear interpolation between 2040 and 2050,
solar-utility single-axis tracking,FOM,2.4971868275653426,%/year,Linear interpolation between 2040 and 2050,
solar-utility single-axis tracking,investment,333.68205,EUR/kW_e,Linear interpolation between 2040 and 2050,
solar-utility single-axis tracking,lifetime,40.0,years,Linear interpolation between 2040 and 2050,
solid biomass,CO2 intensity,0.3667,tCO2/MWh_th,Linear interpolation between 2040 and 2050,
solid biomass,fuel,12.0,EUR/MWh_th,Linear interpolation between 2040 and 2050,
solid biomass boiler steam,FOM,6.2272999964,%/year,Linear interpolation between 2040 and 2050,
solid biomass boiler steam,VOM,2.848,EUR/MWh,Linear interpolation between 2040 and 2050,
solid biomass boiler steam,efficiency,0.895,per unit,Linear interpolation between 2040 and 2050,
solid biomass boiler steam,investment,550.0,EUR/kW,Linear interpolation between 2040 and 2050,
solid biomass boiler steam,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
solid biomass boiler steam CC,FOM,6.2272999964,%/year,Linear interpolation between 2040 and 2050,
solid biomass boiler steam CC,VOM,2.848,EUR/MWh,Linear interpolation between 2040 and 2050,
solid biomass boiler steam CC,efficiency,0.895,per unit,Linear interpolation between 2040 and 2050,
solid biomass boiler steam CC,investment,550.0,EUR/kW,Linear interpolation between 2040 and 2050,
solid biomass boiler steam CC,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
solid biomass to hydrogen,FOM,4.25,%/year,Linear interpolation between 2040 and 2050,
solid biomass to hydrogen,capture rate,0.9,per unit,Linear interpolation between 2040 and 2050,
solid biomass to hydrogen,efficiency,0.56,per unit,Linear interpolation between 2040 and 2050,
solid biomass to hydrogen,investment,2750.0,EUR/kW_th,Linear interpolation between 2040 and 2050,
uranium,fuel,2.6,EUR/MWh_th,Linear interpolation between 2040 and 2050,
waste CHP,FOM,2.30920038348123,%/year,Linear interpolation between 2040 and 2050,
waste CHP,VOM,25.78335,EUR/MWh_e,Linear interpolation between 2040 and 2050,
waste CHP,c_b,0.3005,50°C/100°C,Linear interpolation between 2040 and 2050,
waste CHP,c_v,1.0,50°C/100°C,Linear interpolation between 2040 and 2050,
waste CHP,efficiency,0.21439999999999998,per unit,Linear interpolation between 2040 and 2050,
waste CHP,efficiency-heat,0.76235,per unit,Linear interpolation between 2040 and 2050,
waste CHP,investment,7329.26355,EUR/kW_e,Linear interpolation between 2040 and 2050,
waste CHP,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
waste CHP CC,FOM,2.30920038348123,%/year,Linear interpolation between 2040 and 2050,
waste CHP CC,VOM,25.78335,EUR/MWh_e,Linear interpolation between 2040 and 2050,
waste CHP CC,c_b,0.3005,50°C/100°C,Linear interpolation between 2040 and 2050,
waste CHP CC,c_v,1.0,50°C/100°C,Linear interpolation between 2040 and 2050,
waste CHP CC,efficiency,0.21439999999999998,per unit,Linear interpolation between 2040 and 2050,
waste CHP CC,efficiency-heat,0.76235,per unit,Linear interpolation between 2040 and 2050,
waste CHP CC,investment,7329.26355,EUR/kW_e,Linear interpolation between 2040 and 2050,
waste CHP CC,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
water tank charger,efficiency,0.8367,per unit,Linear interpolation between 2040 and 2050,
water tank discharger,efficiency,0.8367,per unit,Linear interpolation between 2040 and 2050,
solar-utility,VOM,0.0,EUR/MWh,Linear interpolation between 2040 and 2050,
solar-rooftop,VOM,0.0,EUR/MWh,Linear interpolation between 2040 and 2050,
SMR CC,VOM,0.0,EUR/MWh,Linear interpolation between 2040 and 2050,
offwind-dc-station,lifetime,30.0,years,Linear interpolation between 2040 and 2050,
offwind-dc-connection-underground,lifetime,30.0,years,Linear interpolation between 2040 and 2050,
offwind-dc-connection-submarine,lifetime,30.0,years,Linear interpolation between 2040 and 2050,
offwind-ac-station,lifetime,30.0,years,Linear interpolation between 2040 and 2050,
offwind-ac-connection-underground,lifetime,30.0,years,Linear interpolation between 2040 and 2050,
offwind-ac-connection-submarine,lifetime,30.0,years,Linear interpolation between 2040 and 2050,
nuclear (SMR),efficiency,0.33,per unit,Linear interpolation between 2040 and 2050,
nuclear (SMR),FOM,1.4188922071890844,%/year,Linear interpolation between 2040 and 2050,
nuclear (SMR),investment,7201944.0649999995,EUR/MWh,Linear interpolation between 2040 and 2050,
nuclear (SMR),lifetime,60.0,years,Linear interpolation between 2040 and 2050,
nuclear (SMR),VOM,3.172423999,EUR/MWh/year,Linear interpolation between 2040 and 2050,
H2 (g) pipeline,VOM,1.1,EUR/MWh,Linear interpolation between 2040 and 2050,
fuel cell,VOM,1.178666667,EUR/MWh,Linear interpolation between 2040 and 2050,
electrolysis,VOM,0.0,EUR/MWh,Linear interpolation between 2040 and 2050,
CO2 submarine pipeline,lifetime,50.0,years,Linear interpolation between 2040 and 2050,
CH4 (g) pipeline,VOM,1.24,EUR/MWh,Linear interpolation between 2040 and 2050,
CCGT_H2,FOM,3.254300321469084,%/year,Linear interpolation between 2040 and 2050,
CCGT_H2,VOM,1.2,EUR/MWh,Linear interpolation between 2040 and 2050,
CCGT_H2,efficiency,0.655,per unit,Linear interpolation between 2040 and 2050,
CCGT_H2,investment,1075500.0,EUR/MW,Linear interpolation between 2040 and 2050,
CCGT_H2,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
OCGT_H2,FOM,3.2566057100000005,%/year,Linear interpolation between 2040 and 2050,
OCGT_H2,VOM,2.9,EUR/MWh,Linear interpolation between 2040 and 2050,
OCGT_H2,efficiency,0.43,per unit,Linear interpolation between 2040 and 2050,
OCGT_H2,investment,875000.0,EUR/MW,Linear interpolation between 2040 and 2050,
OCGT_H2,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
CCGT_CC,FOM,3.043931545017921,%/year,Linear interpolation between 2040 and 2050,
CCGT_CC,VOM,14.2,EUR/MWh,Linear interpolation between 2040 and 2050,
CCGT_CC,efficiency,0.591,per unit,Linear interpolation between 2040 and 2050,
CCGT_CC,investment,1872578.25,EUR/MW,Linear interpolation between 2040 and 2050,
CCGT_CC,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
OCGT_CC,FOM,4.018632370686148,%/year,Linear interpolation between 2040 and 2050,
OCGT_CC,VOM,15.9,EUR/MWh,Linear interpolation between 2040 and 2050,
OCGT_CC,efficiency,0.389,per unit,Linear interpolation between 2040 and 2050,
OCGT_CC,investment,1256529.65,EUR/MW,Linear interpolation between 2040 and 2050,
OCGT_CC,lifetime,25.0,years,Linear interpolation between 2040 and 2050,
electricity distribution grid,discount rate,0.03,p.u.,Linear interpolation between 2040 and 2050,
hydrogen,fuel,83.305,EUR/MWh,Linear interpolation between 2040 and 2050,
coal_cc,efficiency,0.297,per unit,Linear interpolation between 2040 and 2050,
gas distribution grid,FOM,2.0,%/year,Linear interpolation between 2040 and 2050,
gas distribution grid,investment,500.0,EUR/kW,Linear interpolation between 2040 and 2050,
